x,y,Room
0.127755,0.127755,0
0.127755,0.127755,0
0.127755,0.127755,0
0.255732447,0.255732432,0
0.043356584000000004,0.299038342,0
1.9867546040000001,0.0035881019999999997,0
0.000371781,1.9867628,0
3.448539266,2.415187966,0
2.4151996600000003,3.448536199,0
2.415193813,3.448537733,0
4.769068443,2.5e-06,0
2.5e-06,4.769073443,0
4.09577754,4.09577754,0
4.09577754,4.09577754,0
4.09577754,4.09577754,0
0.127755,0.127755,0
0.127755,0.127755,0
0.127755,0.127755,0
0.127755,0.127755,0
0.127755,0.127755,0
0.127755,0.127755,0
0.127755,0.127755,0
0.127755,0.127755,0
0.127755,0.127755,0
0.127755,0.127755,0
0.127755,0.127755,0
0.127755,0.127755,0
0.127755,0.127755,0
0.127755,0.127755,0
0.127755,0.127755,0
0.127755,0.127755,0
0.127755,0.127755,0
0.127755,0.127755,0
0.127755,0.127755,0
0.127755,0.127755,0
0.127755,0.127755,0
0.127755,0.127755,0
0.127755,0.127755,0
0.127755,0.127755,0
0.127755,0.127755,0
0.127755,0.127755,0
0.127755,0.127755,0
0.127755,0.127755,0
0.127755,0.127755,0
0.127755,0.127755,0
6.0,5.0,1
7.0,3.0,1
5.0,3.0,1
6.0,5.0,1
5.0,8.0,1
8.0,8.0,1
7.0,4.0,1
7.0,4.0,1
5.0,7.0,1
6.0,6.0,1
8.0,4.0,1
6.0,4.0,1
7.0,8.0,1
7.0,8.0,1
7.0,7.0,1
8.0,4.0,1
5.0,6.0,1
8.0,6.0,1
5.0,8.0,1
8.0,4.0,1
6.0,7.0,1
7.0,3.0,1
8.0,6.0,1
5.0,6.0,1
7.0,4.0,1
5.0,6.0,1
8.0,5.0,1
6.0,5.0,1
6.0,5.0,1
8.0,5.0,1
7.0,6.0,1
7.0,7.0,1
7.0,3.0,1
6.0,8.0,1
7.0,8.0,1
5.0,3.0,1
6.0,6.0,1
6.0,6.0,1
5.0,5.0,1
7.0,6.0,1
7.0,3.0,1
7.0,3.0,1
7.0,5.0,1
6.0,6.0,1
7.0,7.0,1
5.0,3.0,1
7.0,3.0,1
8.0,8.0,1
5.0,8.0,1
6.0,8.0,1
5.0,7.0,1
7.0,8.0,1
6.0,6.0,1
8.0,8.0,1
7.0,6.0,1
5.0,5.0,1
5.0,3.0,1
6.0,7.0,1
5.0,8.0,1
8.0,3.0,1
8.0,5.0,1
8.0,8.0,1
5.0,3.0,1
5.0,7.0,1
6.0,8.0,1
5.0,5.0,1
8.0,7.0,1
8.0,3.0,1
6.0,4.0,1
5.0,3.0,1
8.0,6.0,1
7.0,8.0,1
5.0,7.0,1
5.0,7.0,1
7.0,6.0,1
8.0,4.0,1
8.0,8.0,1
6.0,6.0,1
8.0,3.0,1
8.0,5.0,1
5.0,3.0,1
5.0,3.0,1
8.0,5.0,1
8.0,7.0,1
8.0,3.0,1
6.0,8.0,1
8.0,6.0,1
5.0,3.0,1
5.0,8.0,1
7.0,3.0,1
5.0,4.0,1
8.0,7.0,1
6.0,6.0,1
5.0,8.0,1
7.0,7.0,1
6.0,8.0,1
6.0,8.0,1
8.0,7.0,1
8.0,7.0,1
6.0,5.0,1
5.0,8.0,1
6.0,6.0,1
6.0,3.0,1
6.0,6.0,1
5.0,6.0,1
8.0,5.0,1
5.0,3.0,1
8.0,5.0,1
6.0,7.0,1
8.0,3.0,1
6.0,5.0,1
8.0,6.0,1
6.0,8.0,1
6.0,3.0,1
6.0,3.0,1
5.0,5.0,1
6.0,5.0,1
6.0,5.0,1
6.0,7.0,1
5.0,5.0,1
7.0,3.0,1
7.0,8.0,1
5.0,8.0,1
7.0,3.0,1
8.0,7.0,1
7.0,5.0,1
7.0,8.0,1
5.0,5.0,1
6.0,4.0,1
7.0,4.0,1
6.0,4.0,1
8.0,5.0,1
5.0,6.0,1
7.0,7.0,1
6.0,6.0,1
8.0,8.0,1
5.0,4.0,1
5.0,4.0,1
6.0,6.0,1
6.0,3.0,1
7.0,5.0,1
8.0,6.0,1
7.0,3.0,1
6.0,4.0,1
6.0,6.0,1
8.0,6.0,1
6.0,6.0,1
6.0,8.0,1
5.0,8.0,1
6.0,4.0,1
6.0,3.0,1
6.0,5.0,1
8.0,4.0,1
6.0,7.0,1
6.0,4.0,1
6.0,4.0,1
8.0,7.0,1
7.0,5.0,1
5.0,3.0,1
7.0,8.0,1
5.0,5.0,1
8.0,8.0,1
5.0,8.0,1
8.0,4.0,1
6.0,3.0,1
8.0,6.0,1
8.0,3.0,1
6.0,4.0,1
5.0,6.0,1
7.0,7.0,1
7.0,6.0,1
8.0,5.0,1
6.0,6.0,1
7.0,3.0,1
5.0,6.0,1
7.0,8.0,1
5.0,5.0,1
8.0,5.0,1
5.0,6.0,1
5.0,5.0,1
5.0,7.0,1
5.0,6.0,1
5.0,8.0,1
5.0,3.0,1
6.0,4.0,1
8.0,7.0,1
8.0,3.0,1
7.0,7.0,1
5.0,8.0,1
7.0,4.0,1
6.0,3.0,1
8.0,6.0,1
7.0,7.0,1
8.0,3.0,1
5.0,3.0,1
5.0,7.0,1
6.0,8.0,1
8.0,8.0,1
6.0,6.0,1
5.0,5.0,1
6.0,4.0,1
7.0,7.0,1
5.0,4.0,1
8.0,7.0,1
5.0,3.0,1
5.0,4.0,1
5.0,8.0,1
5.0,4.0,1
6.0,8.0,1
5.0,6.0,1
6.0,8.0,1
7.0,4.0,1
8.0,8.0,1
5.0,5.0,1
7.0,7.0,1
5.0,6.0,1
7.0,6.0,1
7.0,6.0,1
7.0,5.0,1
5.0,7.0,1
8.0,5.0,1
6.0,5.0,1
8.0,3.0,1
6.0,7.0,1
6.0,8.0,1
6.0,5.0,1
7.0,6.0,1
7.0,7.0,1
7.0,4.0,1
5.0,8.0,1
5.0,4.0,1
6.0,5.0,1
8.0,5.0,1
7.0,7.0,1
5.0,3.0,1
6.0,4.0,1
7.0,8.0,1
8.0,6.0,1
8.0,6.0,1
6.0,3.0,1
6.0,5.0,1
5.0,4.0,1
6.0,8.0,1
8.0,5.0,1
6.0,3.0,1
7.0,4.0,1
8.0,5.0,1
5.0,6.0,1
7.0,4.0,1
7.0,3.0,1
5.0,6.0,1
7.0,3.0,1
7.0,7.0,1
6.0,7.0,1
8.0,6.0,1
5.0,8.0,1
5.0,5.0,1
6.0,6.0,1
8.0,8.0,1
6.0,4.0,1
7.0,4.0,1
5.0,7.0,1
7.0,8.0,1
8.0,5.0,1
6.0,6.0,1
8.0,8.0,1
5.0,4.0,1
5.0,7.0,1
5.0,8.0,1
5.0,7.0,1
8.0,3.0,1
6.0,5.0,1
5.0,6.0,1
8.0,4.0,1
7.0,6.0,1
8.0,7.0,1
8.0,5.0,1
7.0,7.0,1
7.0,7.0,1
8.0,3.0,1
7.0,7.0,1
5.0,7.0,1
5.0,8.0,1
8.0,4.0,1
5.0,4.0,1
8.0,5.0,1
6.0,3.0,1
7.0,4.0,1
7.0,8.0,1
7.0,7.0,1
6.0,8.0,1
6.0,3.0,1
7.0,7.0,1
8.0,5.0,1
7.0,8.0,1
5.0,4.0,1
8.0,3.0,1
8.0,5.0,1
7.0,8.0,1
7.0,4.0,1
6.0,4.0,1
6.0,8.0,1
6.0,7.0,1
6.0,8.0,1
7.0,7.0,1
6.0,4.0,1
6.0,3.0,1
5.0,8.0,1
5.0,6.0,1
8.0,4.0,1
7.0,5.0,1
7.0,8.0,1
7.0,8.0,1
6.0,7.0,1
7.0,4.0,1
6.0,4.0,1
5.0,3.0,1
8.0,8.0,1
8.0,3.0,1
7.0,3.0,1
6.0,5.0,1
7.0,3.0,1
5.0,4.0,1
5.0,8.0,1
6.0,5.0,1
7.0,5.0,1
5.0,7.0,1
5.0,4.0,1
7.0,5.0,1
8.0,6.0,1
7.0,4.0,1
6.0,3.0,1
7.0,3.0,1
6.0,3.0,1
7.0,6.0,1
5.0,7.0,1
6.0,3.0,1
6.0,8.0,1
8.0,4.0,1
5.0,3.0,1
6.0,3.0,1
7.0,5.0,1
